"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
PLANTATION GENERAL HOSPITAL,100167,FL,READM-30-PN-HRRP,311,,0.9951,17.1554,17.2398,53,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-AMI-HRRP,371,,1.0775,17.1354,15.9023,68,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-CABG-HRRP,157,,1.1595,14.5119,12.5158,26,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-COPD-HRRP,452,,1.0181,19.3398,18.9954,89,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-HF-HRRP,1139,,0.9665,20.7400,21.4598,234,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-HIP-KNEE-HRRP,636,,1.3913,7.0630,5.0767,51,07/01/2017,12/01/2019
BOCA RATON REGIONAL HOSPITAL,100168,FL,READM-30-PN-HRRP,1742,,0.9206,15.0304,16.3269,256,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-AMI-HRRP,183,,0.9671,15.8335,16.3713,27,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-CABG-HRRP,130,,1.1143,15.0868,13.5388,22,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-COPD-HRRP,356,,0.9590,20.1643,21.0263,68,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-HF-HRRP,359,,0.9171,21.1020,23.0106,70,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0375,4.1716,4.0209,Too Few to Report,07/01/2017,12/01/2019
ADVENTHEALTH TAMPA,100173,FL,READM-30-PN-HRRP,479,,0.9056,16.3180,18.0198,71,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-COPD-HRRP,77,,1.0278,18.9702,18.4566,17,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-HF-HRRP,N/A,,0.9326,20.8401,22.3458,Too Few to Report,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9777,5.2063,5.3250,Too Few to Report,07/01/2017,12/01/2019
DESOTO MEMORIAL HOSPITAL,100175,FL,READM-30-PN-HRRP,103,,0.9524,14.9700,15.7175,12,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-AMI-HRRP,240,,1.0913,17.4110,15.9539,47,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-CABG-HRRP,170,,1.2714,15.1967,11.9526,31,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-COPD-HRRP,260,,0.9929,19.0874,19.2239,49,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-HF-HRRP,502,,1.0369,23.2220,22.3947,119,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9288,4.3969,4.7342,Too Few to Report,07/01/2017,12/01/2019
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,READM-30-PN-HRRP,613,,0.9816,15.5480,15.8397,94,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-AMI-HRRP,104,,0.9663,15.4155,15.9527,14,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-COPD-HRRP,165,,1.0508,20.8924,19.8828,39,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-HF-HRRP,250,,0.9769,21.8223,22.3383,53,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.8610,3.9825,4.6254,Too Few to Report,07/01/2017,12/01/2019
CAPE CANAVERAL HOSPITAL,100177,FL,READM-30-PN-HRRP,287,,1.0308,18.0456,17.5071,54,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-AMI-HRRP,146,,1.0651,18.5808,17.4448,31,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-CABG-HRRP,57,,1.1917,16.0268,13.4490,13,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-COPD-HRRP,210,,1.1533,23.3073,20.2092,62,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-HF-HRRP,528,,1.0813,24.9409,23.0663,137,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-HIP-KNEE-HRRP,329,,1.1616,4.6524,4.0050,18,07/01/2017,12/01/2019
MEMORIAL HOSPITAL JACKSONVILLE,100179,FL,READM-30-PN-HRRP,389,,1.1532,21.4183,18.5733,94,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-COPD-HRRP,101,,0.9630,20.1885,20.9649,17,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-HF-HRRP,105,,1.0861,25.0941,23.1039,32,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ST PETERSBURG GENERAL HOSPITAL,100180,FL,READM-30-PN-HRRP,187,,1.1508,21.6309,18.7967,51,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
LARKIN COMMUNITY HOSPITAL,100181,FL,READM-30-PN-HRRP,86,,1.0759,18.2999,17.0082,21,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-COPD-HRRP,251,,0.9530,18.8233,19.7521,43,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-HF-HRRP,181,,1.0322,23.6797,22.9411,45,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STEWARD CORAL GABLES HOSPITAL,100183,FL,READM-30-PN-HRRP,256,,0.9877,18.7135,18.9461,47,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-AMI-HRRP,161,,1.0882,21.5420,19.7957,40,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-COPD-HRRP,144,,0.9690,20.0264,20.6660,26,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-HF-HRRP,241,,1.0504,23.9237,22.7749,61,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0589,4.8798,4.6085,Too Few to Report,07/01/2017,12/01/2019
STEWARD PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-PN-HRRP,211,,0.9960,16.2477,16.3123,34,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-AMI-HRRP,146,,1.0310,17.2384,16.7204,27,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-COPD-HRRP,139,,0.9789,17.8664,18.2510,23,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-HF-HRRP,338,,1.0664,24.7404,23.1997,88,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-PN-HRRP,227,,1.0786,17.4398,16.1694,45,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-AMI-HRRP,177,,1.0796,17.2052,15.9362,35,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-CABG-HRRP,N/A,,1.1705,16.6251,14.2029,Too Few to Report,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-COPD-HRRP,246,,0.9519,20.1136,21.1290,45,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-HF-HRRP,349,,1.0763,24.0790,22.3718,89,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-HIP-KNEE-HRRP,181,,1.2263,5.7019,4.6498,14,07/01/2017,12/01/2019
MEDICAL CENTER OF TRINITY,100191,FL,READM-30-PN-HRRP,379,,1.0347,17.2944,16.7144,68,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-COPD-HRRP,89,,0.9437,20.5598,21.7860,13,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-HF-HRRP,65,,1.0703,20.9072,19.5335,18,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.1869,4.7072,3.9660,Too Few to Report,07/01/2017,12/01/2019
BROWARD HEALTH IMPERIAL POINT,100200,FL,READM-30-PN-HRRP,113,,0.9546,15.2938,16.0215,14,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-AMI-HRRP,480,,1.2055,19.3045,16.0131,104,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-CABG-HRRP,158,,1.7335,21.8674,12.6147,47,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-COPD-HRRP,551,,1.0033,20.0918,20.0262,111,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-HF-HRRP,1136,,1.1474,25.5863,22.2997,300,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-HIP-KNEE-HRRP,875,,0.7982,3.4284,4.2952,26,07/01/2017,12/01/2019
NORTH FLORIDA REGIONAL MEDICAL CENTER,100204,FL,READM-30-PN-HRRP,968,,0.9789,16.6863,17.0453,160,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-COPD-HRRP,96,,0.9730,18.1484,18.6519,15,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-HF-HRRP,169,,1.0894,24.9253,22.8793,48,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9756,4.4172,4.5276,Too Few to Report,07/01/2017,12/01/2019
MEMORIAL HOSPITAL OF TAMPA,100206,FL,READM-30-PN-HRRP,126,,0.9737,15.7896,16.2159,18,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-AMI-HRRP,80,,1.0786,20.3813,18.8962,21,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-COPD-HRRP,116,,1.0056,19.4015,19.2934,23,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-HF-HRRP,270,,1.1061,25.2237,22.8037,75,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.2207,5.4551,4.4687,Too Few to Report,07/01/2017,12/01/2019
HCA FLORIDA KENDALL HOSPITAL,100209,FL,READM-30-PN-HRRP,342,,1.0479,17.4351,16.6375,63,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-COPD-HRRP,58,,1.0138,16.9581,16.7279,11,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-HF-HRRP,65,,1.0244,22.1621,21.6342,16,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
ADVENTHEALTH DADE CITY,100211,FL,READM-30-PN-HRRP,N/A,,0.9646,16.7735,17.3890,Too Few to Report,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-AMI-HRRP,409,,0.9920,15.0290,15.1504,61,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-CABG-HRRP,119,,1.0202,12.2509,12.0079,15,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-COPD-HRRP,419,,1.0244,18.8284,18.3795,81,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-HF-HRRP,949,,1.1241,23.8354,21.2040,234,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-HIP-KNEE-HRRP,1873,,1.0058,3.9988,3.9759,75,07/01/2017,12/01/2019
MARION COMMUNTIY HOSPITAL,100212,FL,READM-30-PN-HRRP,1091,,1.0206,16.2745,15.9459,179,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-AMI-HRRP,285,,1.0928,16.0829,14.7165,51,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-CABG-HRRP,61,,1.2189,15.9030,13.0466,14,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-COPD-HRRP,303,,0.9982,18.2044,18.2377,55,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-HF-HRRP,479,,1.0646,22.1056,20.7648,110,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-HIP-KNEE-HRRP,601,,1.0485,4.3520,4.1509,27,07/01/2017,12/01/2019
BLAKE MEDICAL CENTER,100213,FL,READM-30-PN-HRRP,446,,0.9547,15.5338,16.2714,66,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-AMI-HRRP,111,,0.9782,14.6652,14.9916,15,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-COPD-HRRP,172,,0.9932,17.7830,17.9043,30,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-HF-HRRP,305,,0.9293,19.2509,20.7166,54,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-HIP-KNEE-HRRP,310,,0.9989,4.5223,4.5270,14,07/01/2017,12/01/2019
SEBASTIAN RIVER MEDICAL CENTER,100217,FL,READM-30-PN-HRRP,234,,1.0213,15.6098,15.2845,38,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-AMI-HRRP,381,,0.9718,14.0831,14.4914,52,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-COPD-HRRP,483,,0.9953,21.6223,21.7243,104,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-HF-HRRP,850,,1.0313,23.0498,22.3492,198,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-HIP-KNEE-HRRP,757,,0.9533,4.3404,4.5530,32,07/01/2017,12/01/2019
GULF COAST MEDICAL CENTER LEE HEALTH,100220,FL,READM-30-PN-HRRP,794,,1.0363,17.8105,17.1871,144,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-AMI-HRRP,276,,0.9544,14.3892,15.0761,37,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-CABG-HRRP,167,,0.9592,14.3234,14.9323,23,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-COPD-HRRP,278,,1.0156,18.9384,18.6477,54,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-HF-HRRP,517,,1.0943,23.7847,21.7345,129,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-HIP-KNEE-HRRP,249,,1.2743,5.8723,4.6084,19,07/01/2017,12/01/2019
FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-PN-HRRP,441,,1.0947,19.5855,17.8911,93,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-COPD-HRRP,130,,1.0354,19.1690,18.5135,28,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-HF-HRRP,236,,1.0734,24.2342,22.5769,62,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0770,6.1004,5.6642,Too Few to Report,07/01/2017,12/01/2019
UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,READM-30-PN-HRRP,248,,0.9934,17.1296,17.2441,42,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-AMI-HRRP,212,,0.9817,16.5605,16.8694,34,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-CABG-HRRP,N/A,,0.9592,14.1731,14.7761,Too Few to Report,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-COPD-HRRP,266,,0.9770,20.3393,20.8184,52,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-HF-HRRP,491,,0.9757,22.9454,23.5176,111,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9090,4.1118,4.5234,Too Few to Report,07/01/2017,12/01/2019
ORANGE PARK MEDICAL CENTER,100226,FL,READM-30-PN-HRRP,685,,1.0539,21.1698,20.0863,149,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-AMI-HRRP,165,,1.0695,18.7309,17.5137,35,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-CABG-HRRP,N/A,,1.0161,12.5991,12.3990,Too Few to Report,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-COPD-HRRP,195,,1.0129,20.4341,20.1736,41,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-HF-HRRP,387,,1.1481,25.9834,22.6318,110,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0231,3.9905,3.9003,Too Few to Report,07/01/2017,12/01/2019
WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,READM-30-PN-HRRP,266,,1.0073,17.8452,17.7155,48,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-COPD-HRRP,109,,1.0693,21.0997,19.7319,29,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-HF-HRRP,108,,1.0103,22.5135,22.2831,25,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
MEMORIAL HOSPITAL PEMBROKE,100230,FL,READM-30-PN-HRRP,183,,0.9346,15.7568,16.8585,24,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-AMI-HRRP,251,,1.1997,18.7206,15.6044,58,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-CABG-HRRP,N/A,,0.9570,11.7438,12.2712,Too Few to Report,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-COPD-HRRP,363,,1.0216,20.4069,19.9746,76,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-HF-HRRP,729,,1.0821,23.6914,21.8943,178,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-HIP-KNEE-HRRP,310,,1.5956,7.5232,4.7150,32,07/01/2017,12/01/2019
WEST FLORIDA HOSPITAL,100231,FL,READM-30-PN-HRRP,759,,0.9856,16.2096,16.4462,122,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-AMI-HRRP,73,,1.0285,15.5202,15.0902,13,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-COPD-HRRP,323,,0.9855,19.5969,19.8853,62,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-HF-HRRP,384,,1.1692,27.8792,23.8449,118,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0748,5.4964,5.1137,Too Few to Report,07/01/2017,12/01/2019
PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,READM-30-PN-HRRP,286,,1.0495,19.0390,18.1409,58,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-AMI-HRRP,257,,1.0943,18.1247,16.5623,52,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-CABG-HRRP,72,,1.1579,16.2749,14.0551,15,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-COPD-HRRP,380,,1.0466,20.7678,19.8426,83,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-HF-HRRP,555,,1.0793,24.4737,22.6757,141,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-HIP-KNEE-HRRP,688,,0.9556,4.6251,4.8400,31,07/01/2017,12/01/2019
FAWCETT MEMORIAL HOSPITAL,100236,FL,READM-30-PN-HRRP,578,,1.0667,19.2494,18.0450,116,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-AMI-HRRP,146,,1.1108,17.0055,15.3098,31,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-CABG-HRRP,N/A,,0.9981,13.0394,13.0643,Too Few to Report,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-COPD-HRRP,220,,1.1433,23.9185,20.9212,65,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-HF-HRRP,315,,1.0923,25.0702,22.9527,85,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.1844,5.5749,4.7069,Too Few to Report,07/01/2017,12/01/2019
NORTHSIDE HOSPITAL,100238,FL,READM-30-PN-HRRP,271,,1.0708,20.2483,18.9090,60,07/01/2017,12/01/2019
