"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Start Date","PSI 90 End Date","PSI 90 W Z Score","PSI 90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
PALOS COMMUNITY HOSPITAL,140062,IL,2022,07/01/2018,12/31/2019,0.2143,,-0.3522,,-0.9383,,-0.1645,,-0.5000,,0.7558,,01/01/2019,12/31/2019,-0.1642,,No,
RUSH OAK PARK HOSPITAL,140063,IL,2022,07/01/2018,12/31/2019,-0.4552,,-1.2914,,0.1335,,-1.3575,,N/A,5,-0.7615,,01/01/2019,12/31/2019,-0.7464,,No,
ST MARY MEDICAL CENTER,140064,IL,2022,07/01/2018,12/31/2019,-0.3246,,N/A,5,-0.1118,,N/A,5,N/A,5,-1.0656,,01/01/2019,12/31/2019,-0.5007,,No,
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,2022,07/01/2018,12/31/2019,-0.2272,,-1.2914,,0.5498,,0.0183,,-1.4021,,2.0828,,01/01/2019,12/31/2019,-0.0450,,No,
SAINT FRANCIS MEDICAL CENTER,140067,IL,2022,07/01/2018,12/31/2019,-0.9189,,0.7897,,0.8755,,1.0454,,-1.1977,,0.1231,,01/01/2019,12/31/2019,0.1195,,No,
ROSELAND COMMUNITY HOSPITAL,140068,IL,2022,07/01/2018,12/31/2019,1.3232,,N/A,5,N/A,5,N/A,5,N/A,5,-0.5926,,01/01/2019,12/31/2019,0.3653,,Yes,
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,2022,07/01/2018,12/31/2019,0.0688,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.7963,,No,
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,2022,07/01/2018,12/31/2019,-0.2763,,2.0301,,-0.2466,,-1.3575,,-0.2884,,0.4610,,01/01/2019,12/31/2019,0.0537,,No,
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,2022,07/01/2018,12/31/2019,2.1838,,-1.2914,,-0.5884,,N/A,5,N/A,5,0.6913,,01/01/2019,12/31/2019,0.2488,,No,
LORETTO HOSPITAL,140083,IL,2022,07/01/2018,12/31/2019,-0.2308,,N/A,5,N/A,5,N/A,5,N/A,5,-1.2591,,01/01/2019,12/31/2019,-0.7449,,No,
VISTA MEDICAL CENTER EAST,140084,IL,2022,07/01/2018,12/31/2019,1.0431,,-0.6554,,-0.8338,,-1.3575,,-0.3117,,-0.6049,,01/01/2019,12/31/2019,-0.4534,,No,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,2022,07/01/2018,12/31/2019,0.7968,,0.3073,,-0.6850,,0.3533,,0.2783,,0.0955,,01/01/2019,12/31/2019,0.1910,,No,
MC DONOUGH DISTRICT HOSPITAL,140089,IL,2022,07/01/2018,12/31/2019,-0.0902,,N/A,5,N/A,5,N/A,5,N/A,5,-0.3192,,01/01/2019,12/31/2019,-0.2047,,No,
CARLE FOUNDATION HOSPITAL,140091,IL,2022,07/01/2018,12/31/2019,-0.4830,,-0.6830,,-0.5060,,0.1113,,-0.4677,,0.7466,,01/01/2019,12/31/2019,-0.2136,,No,
OSF SACRED HEART MEDICAL CENTER,140093,IL,2022,07/01/2018,12/31/2019,-0.6241,,1.5576,,1.2978,,-1.3575,,0.3303,,0.7558,,01/01/2019,12/31/2019,0.3267,,Yes,
SAINT ANTHONY HOSPITAL,140095,IL,2022,07/01/2018,12/31/2019,-0.3765,,-1.2914,,-1.4169,,N/A,5,0.2012,,0.2920,,01/01/2019,12/31/2019,-0.5183,,No,
MIDWESTERN REGION MED CENTER,140100,IL,2022,07/01/2018,12/31/2019,0.3665,,N/A,5,N/A,5,0.5428,,N/A,5,-0.2332,,01/01/2019,12/31/2019,0.2254,,No,
MORRIS HOSPITAL & HEALTHCARE CENTERS,140101,IL,2022,07/01/2018,12/31/2019,-0.5480,,-1.2914,,-1.4169,,N/A,5,N/A,5,-0.6479,,01/01/2019,12/31/2019,-0.9760,,No,
ST BERNARD HOSPITAL,140103,IL,2022,07/01/2018,12/31/2019,2.0275,,0.2660,,1.3541,,N/A,5,2.0431,,0.2798,,01/01/2019,12/31/2019,1.1941,,Yes,
OSF SAINT ELIZABETH MDL CTR,140110,IL,2022,07/01/2018,12/31/2019,-1.1157,,N/A,5,N/A,5,-1.3575,,N/A,5,0.3289,,01/01/2019,12/31/2019,-0.7148,,No,
OSF HEART OF MARY MEDICAL CENTER,140113,IL,2022,07/01/2018,12/31/2019,1.5954,,-0.4566,,1.4889,,N/A,5,-1.4021,,1.6067,,01/01/2019,12/31/2019,0.5665,,Yes,
SWEDISH HOSPITAL,140114,IL,2022,07/01/2018,12/31/2019,-0.9511,,-0.7361,,-0.3330,,-0.5672,,0.3034,,1.4070,,01/01/2019,12/31/2019,-0.1462,,No,
THOREK MEMORIAL HOSPITAL,140115,IL,2022,07/01/2018,12/31/2019,-0.5018,,N/A,5,N/A,5,N/A,5,N/A,5,0.8849,,01/01/2019,12/31/2019,0.1915,,No,
NORTHWESTERN MEDICINE MCHENRY,140116,IL,2022,07/01/2018,12/31/2019,-0.7824,,-0.6220,,-0.1118,,-1.0783,,-0.9053,,-0.7830,,01/01/2019,12/31/2019,-0.7138,,No,
AMITA HEALTH RESURRECTION MEDICAL CENTER,140117,IL,2022,07/01/2018,12/31/2019,-1.4951,,-0.0195,,-0.1380,,-0.8820,,-1.4021,,0.4733,,01/01/2019,12/31/2019,-0.5772,,No,
RUSH UNIVERSITY MEDICAL CENTER,140119,IL,2022,07/01/2018,12/31/2019,-1.4951,,-0.4684,,-0.5120,,-0.0680,,-0.2454,,-0.2608,,01/01/2019,12/31/2019,-0.5083,,No,
PEKIN MEMORIAL HOSPITAL,140120,IL,2022,07/01/2018,12/31/2019,-0.7840,,N/A,5,N/A,5,N/A,5,N/A,5,1.3947,,01/01/2019,12/31/2019,0.3054,,Yes,
ADVENTIST HINSDALE HOSPITAL,140122,IL,2022,07/01/2018,12/31/2019,-1.0325,,-0.1691,,0.2139,,-1.0021,,-0.0857,,0.1907,,01/01/2019,12/31/2019,-0.3141,,No,
JOHN H STROGER JR HOSPITAL,140124,IL,2022,07/01/2018,12/31/2019,0.4811,,1.3193,,0.6925,,-0.4336,,0.4953,,1.1336,,01/01/2019,12/31/2019,0.6147,,Yes,
GATEWAY REGIONAL MEDICAL CENTER,140125,IL,2022,07/01/2018,12/31/2019,-0.1510,,2.2860,,-0.0133,,N/A,5,0.2353,,1.0261,,01/01/2019,12/31/2019,0.6766,,Yes,
ADVOCATE BROMENN MEDICAL CENTER,140127,IL,2022,07/01/2018,12/31/2019,-1.0119,,-1.2914,,-0.3029,,0.9270,,1.1858,,1.0476,,01/01/2019,12/31/2019,0.0924,,No,
NORTHWESTERN LAKE FOREST HOSPITAL,140130,IL,2022,07/01/2018,12/31/2019,2.3958,,-0.6987,,0.1355,,-0.8989,,-1.4021,,1.1705,,01/01/2019,12/31/2019,0.1170,,No,
HOLY CROSS HOSPITAL,140133,IL,2022,07/01/2018,12/31/2019,0.2374,,-0.4133,,0.4995,,N/A,5,2.1722,,0.4180,,01/01/2019,12/31/2019,0.5828,,Yes,
DECATUR MEMORIAL HOSPITAL,140135,IL,2022,07/01/2018,12/31/2019,1.4908,,-1.2914,,-1.0972,,1.8831,,1.2898,,0.5838,,01/01/2019,12/31/2019,0.4765,,Yes,
HSHS HOLY FAMILY HOSPITAL INC,140137,IL,2022,07/01/2018,12/31/2019,-0.0602,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.0602,,No,
ST MARGARETS HOSPITAL,140143,IL,2022,07/01/2018,12/31/2019,0.4776,,N/A,5,N/A,5,N/A,5,N/A,5,1.8708,,01/01/2019,12/31/2019,1.1742,,Yes,
ST JOSEPHS HOSPITAL,140145,IL,2022,07/01/2018,12/31/2019,-0.3130,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,-0.3130,,No,
CARLE RICHLAND MEMORIAL HOSPITAL,140147,IL,2022,07/01/2018,12/31/2019,-0.4689,,N/A,5,N/A,5,N/A,5,N/A,5,1.9200,,01/01/2019,12/31/2019,0.7256,,Yes,
MEMORIAL MEDICAL CENTER,140148,IL,2022,07/01/2018,12/31/2019,0.4427,,-0.5078,,0.0470,,-0.8515,,0.3160,,1.4254,,01/01/2019,12/31/2019,0.1453,,No,
UNIVERSITY OF ILLINOIS HOSPITAL,140150,IL,2022,07/01/2018,12/31/2019,2.3958,,0.2975,,-0.9806,,1.0539,,0.0559,,1.3210,,01/01/2019,12/31/2019,0.6906,,Yes,
PRESENCE ST MARYS HOSPITAL,140155,IL,2022,07/01/2018,12/31/2019,-0.1290,,2.2860,,1.2335,,2.0963,,-0.0553,,-0.3315,,01/01/2019,12/31/2019,0.8500,,Yes,
INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,140158,IL,2022,07/01/2018,12/31/2019,-1.0915,,-0.0589,,2.1907,,1.9829,,-0.0857,,-0.7891,,01/01/2019,12/31/2019,0.3581,,Yes,
FHN MEMORIAL HOSPITAL,140160,IL,2022,07/01/2018,12/31/2019,0.5599,,N/A,5,-1.4169,,-1.3575,,N/A,5,1.8585,,01/01/2019,12/31/2019,-0.0890,,No,
SAINT JAMES HOSPITAL,140161,IL,2022,07/01/2018,12/31/2019,-0.1566,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9631,,Yes,
ST JOSEPH MEDICAL CENTER,140162,IL,2022,07/01/2018,12/31/2019,-0.5349,,1.7013,,2.1907,,2.0963,,0.4577,,1.5545,,01/01/2019,12/31/2019,1.2442,,Yes,
MEMORIAL HOSPITAL OF CARBONDALE,140164,IL,2022,07/01/2018,12/31/2019,0.1384,,1.5320,,-0.6367,,-0.3709,,0.4882,,1.9998,,01/01/2019,12/31/2019,0.5251,,Yes,
ST MARYS HOSPITAL,140166,IL,2022,07/01/2018,12/31/2019,2.3958,,-1.2914,,0.3145,,N/A,5,0.3841,,0.0555,,01/01/2019,12/31/2019,0.3717,,Yes,
IROQUOIS MEMORIAL HOSPITAL,140167,IL,2022,07/01/2018,12/31/2019,1.8977,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,1.8977,,Yes,
FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,140172,IL,2022,07/01/2018,12/31/2019,1.8209,,1.1677,,-0.4095,,0.8847,,0.6245,,0.6453,,01/01/2019,12/31/2019,0.7889,,Yes,
PRESENCE MERCY MEDICAL CENTER,140174,IL,2022,07/01/2018,12/31/2019,0.7250,,-1.2914,,0.4733,,-0.3269,,N/A,5,2.0643,,01/01/2019,12/31/2019,0.3289,,Yes,
JACKSON PARK HOSPITAL,140177,IL,2022,07/01/2018,12/31/2019,-0.3463,,-1.2914,,-1.4169,,N/A,5,N/A,5,0.3412,,01/01/2019,12/31/2019,-0.6783,,No,
OSF LITTLE COMPANY OF MARY MEDICAL CENTER,140179,IL,2022,07/01/2018,12/31/2019,1.4147,,-0.3404,,-0.0234,,0.0673,,-1.4021,,-0.6079,,01/01/2019,12/31/2019,-0.1486,,No,
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,140180,IL,2022,07/01/2018,12/31/2019,-1.0645,,0.3211,,-0.8177,,0.7865,,0.4344,,-0.2240,,01/01/2019,12/31/2019,-0.0940,,No,
SOUTH SHORE HOSPITAL,140181,IL,2022,07/01/2018,12/31/2019,-0.4248,,2.2860,,-0.1098,,N/A,5,N/A,5,1.4132,,01/01/2019,12/31/2019,0.7912,,Yes,
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,IL,2022,07/01/2018,12/31/2019,-0.1073,,-0.5058,,0.4512,,0.0944,,-0.8820,,-0.2056,,01/01/2019,12/31/2019,-0.1925,,No,
HEARTLAND REGIONAL MEDICAL CENTER,140184,IL,2022,07/01/2018,12/31/2019,1.1208,,N/A,5,-1.4169,,N/A,5,N/A,5,0.6146,,01/01/2019,12/31/2019,0.1061,,No,
MEMORIAL HOSPITAL,140185,IL,2022,07/01/2018,12/31/2019,0.2250,,-0.3128,,-0.7634,,-0.8651,,-1.4021,,0.3903,,01/01/2019,12/31/2019,-0.4547,,No,
RIVERSIDE MEDICAL CENTER,140186,IL,2022,07/01/2018,12/31/2019,0.0172,,0.0790,,-1.4169,,-0.0443,,0.1349,,0.6545,,01/01/2019,12/31/2019,-0.0960,,No,
HSHS ST ELIZABETH'S HOSPITAL,140187,IL,2022,07/01/2018,12/31/2019,-0.3118,,0.1813,,-1.0208,,-1.3575,,1.6844,,-0.4881,,01/01/2019,12/31/2019,-0.2188,,No,
SARAH BUSH LINCOLN HEALTH CENTER,140189,IL,2022,07/01/2018,12/31/2019,2.3958,,0.9827,,2.1907,,-0.6620,,-1.4021,,-0.7891,,01/01/2019,12/31/2019,0.4526,,Yes,
INGALLS MEMORIAL HOSPITAL,140191,IL,2022,07/01/2018,12/31/2019,-0.9825,,-0.2577,,2.1907,,2.0963,,-1.4021,,-0.3315,,01/01/2019,12/31/2019,0.2189,,No,
METHODIST HOSPITAL OF CHICAGO,140197,IL,2022,07/01/2018,12/31/2019,-0.1053,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.8834,,No,
ELMHURST MEMORIAL HOSPITAL,140200,IL,2022,07/01/2018,12/31/2019,-0.7205,,-0.8011,,-0.1380,,-0.5858,,-1.4021,,-0.8874,,01/01/2019,12/31/2019,-0.7558,,No,
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,2022,07/01/2018,12/31/2019,0.0161,,-0.0923,,1.0183,,0.6308,,-0.8605,,0.1077,,01/01/2019,12/31/2019,0.1367,,No,
HUMBOLDT PARK HEALTH,140206,IL,2022,07/01/2018,12/31/2019,-0.1875,,-1.2914,,-0.4215,,N/A,5,N/A,5,0.6176,,01/01/2019,12/31/2019,-0.3207,,No,
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,2022,07/01/2018,12/31/2019,2.3958,,0.1577,,0.0028,,0.1384,,-0.5897,,0.1723,,01/01/2019,12/31/2019,0.3795,,Yes,
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,2022,07/01/2018,12/31/2019,0.2647,,-0.0175,,-0.8096,,-0.7280,,0.6783,,-0.7124,,01/01/2019,12/31/2019,-0.2208,,No,
HARRISBURG MEDICAL CENTER,140210,IL,2022,07/01/2018,12/31/2019,-0.2826,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,0.9001,,Yes,
DELNOR COMMUNITY HOSPITAL,140211,IL,2022,07/01/2018,12/31/2019,-1.3518,,0.3703,,-0.1179,,-0.6366,,-1.4021,,0.1016,,01/01/2019,12/31/2019,-0.5061,,No,
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,2022,07/01/2018,12/31/2019,-1.4951,,-0.5215,,1.0344,,-0.4809,,-1.4021,,-0.8966,,01/01/2019,12/31/2019,-0.6270,,No,
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,2022,07/01/2018,12/31/2019,-1.0789,,-1.2914,,0.6262,,N/A,5,N/A,5,-0.2608,,01/01/2019,12/31/2019,-0.5012,,No,
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,2022,07/01/2018,12/31/2019,-0.3436,,-0.1868,,0.5095,,2.0963,,-0.1270,,0.0801,,01/01/2019,12/31/2019,0.3381,,Yes,
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,2022,07/01/2018,12/31/2019,2.3958,,-1.2914,,-0.8378,,-1.3575,,-0.2956,,-0.2486,,01/01/2019,12/31/2019,-0.2725,,No,
SWEDISH AMERICAN HOSPITAL,140228,IL,2022,07/01/2018,12/31/2019,-0.1639,,-0.9547,,-0.6749,,-0.9023,,0.1026,,0.9463,,01/01/2019,12/31/2019,-0.2745,,No,
EDWARD HOSPITAL,140231,IL,2022,07/01/2018,12/31/2019,0.2012,,-0.1337,,-0.8780,,1.8086,,0.6729,,0.0893,,01/01/2019,12/31/2019,0.2934,,No,
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,2022,07/01/2018,12/31/2019,-1.2177,,-0.2183,,2.1686,,1.4583,,1.0495,,1.4439,,01/01/2019,12/31/2019,0.7807,,Yes,
ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,2022,07/01/2018,12/31/2019,-0.6674,,N/A,5,N/A,5,N/A,5,N/A,5,0.0862,,01/01/2019,12/31/2019,-0.2906,,No,
JAVON BEA HOSPITAL,140239,IL,2022,07/01/2018,12/31/2019,0.4054,,-0.4448,,1.1531,,-0.6705,,-0.9771,,-0.6171,,01/01/2019,12/31/2019,-0.1918,,No,
CENTRAL DUPAGE HOSPITAL,140242,IL,2022,07/01/2018,12/31/2019,-0.6406,,0.1262,,-0.7875,,0.6156,,-0.2167,,0.0002,,01/01/2019,12/31/2019,-0.1505,,No,
COMMUNITY FIRST MEDICAL CENTER,140251,IL,2022,07/01/2018,12/31/2019,-0.1965,,0.2187,,-1.4169,,1.2383,,2.1005,,-0.5158,,01/01/2019,12/31/2019,0.2380,,No,
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,2022,07/01/2018,12/31/2019,-1.4951,,-0.7381,,1.7905,,0.7510,,1.1177,,0.5716,,01/01/2019,12/31/2019,0.3329,,Yes,
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,2022,07/01/2018,12/31/2019,1.2939,,-0.1809,,0.3125,,1.5158,,-1.0183,,-0.1165,,01/01/2019,12/31/2019,0.3011,,Yes,
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,2022,07/01/2018,12/31/2019,-0.5269,,N/A,5,-1.4169,,-0.0968,,N/A,5,-1.0625,,01/01/2019,12/31/2019,-0.7758,,No,
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,2022,07/01/2018,12/31/2019,2.3958,,-0.0667,,-0.4658,,-0.9107,,0.5025,,-0.8014,,01/01/2019,12/31/2019,0.1089,,No,
TRINITY ROCK ISLAND,140280,IL,2022,07/01/2018,12/31/2019,0.4134,,-0.3109,,-0.2888,,0.8914,,0.3967,,-0.4697,,01/01/2019,12/31/2019,0.1054,,No,
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,2022,07/01/2018,12/31/2019,2.1734,,0.2168,,-0.2325,,-0.2880,,0.6281,,0.8418,,01/01/2019,12/31/2019,0.5566,,Yes,
KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,2022,07/01/2018,12/31/2019,-0.8880,,-1.2914,,2.1907,,0.0369,,N/A,5,-0.3837,,01/01/2019,12/31/2019,-0.0671,,No,
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,2022,07/01/2018,12/31/2019,0.4757,,0.8626,,-0.2064,,0.5208,,-0.9466,,-0.0888,,01/01/2019,12/31/2019,0.1029,,No,
ANDERSON HOSPITAL,140289,IL,2022,07/01/2018,12/31/2019,-0.5717,,2.0242,,-0.0274,,-0.9547,,0.2425,,-1.4802,,01/01/2019,12/31/2019,-0.1279,,No,
ST ALEXIUS MEDICAL CENTER,140290,IL,2022,07/01/2018,12/31/2019,1.4302,,-0.2242,,0.7488,,-0.3134,,-0.9663,,-0.3499,,01/01/2019,12/31/2019,0.0542,,No,
ADVOCATE GOOD SHEPHERD HOSPITAL,140291,IL,2022,07/01/2018,12/31/2019,0.0952,,0.0061,,0.7428,,-0.0765,,0.6209,,-0.6663,,01/01/2019,12/31/2019,0.1204,,No,
ADVENTIST GLENOAKS,140292,IL,2022,07/01/2018,12/31/2019,-0.7120,,0.3034,,-1.4169,,N/A,5,0.3214,,-0.6909,,01/01/2019,12/31/2019,-0.4390,,No,
CROSSROADS COMMUNITY HOSPITAL,140294,IL,2022,07/01/2018,12/31/2019,0.3611,,N/A,5,N/A,5,N/A,5,N/A,5,2.0828,,01/01/2019,12/31/2019,1.2219,,Yes,
PROVIDENT HOSPITAL OF CHICAGO,140300,IL,2022,07/01/2018,12/31/2019,0.0901,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,0.0901,,No,
ADVENTIST BOLINGBROOK HOSPITAL,140304,IL,2022,07/01/2018,12/31/2019,-0.7411,,-1.2914,,-1.4169,,-1.3575,,N/A,5,0.1170,,01/01/2019,12/31/2019,-0.9380,,No,
JOHNSON MEMORIAL HOSPITAL,150001,IN,2022,07/01/2018,12/31/2019,-0.2858,,N/A,5,N/A,5,N/A,5,N/A,5,0.6852,,01/01/2019,12/31/2019,0.1997,,No,
METHODIST HOSPITALS INC,150002,IN,2022,07/01/2018,12/31/2019,-0.0061,,0.0514,,-0.7372,,1.1165,,-0.6345,,0.4487,,01/01/2019,12/31/2019,0.0398,,No,
FRANCISCAN HEALTH HAMMOND,150004,IN,2022,07/01/2018,12/31/2019,1.0930,,2.2860,,2.1907,,0.3076,,N/A,5,2.0828,,01/01/2019,12/31/2019,1.5920,,Yes,
HENDRICKS REGIONAL HEALTH,150005,IN,2022,07/01/2018,12/31/2019,0.1006,,-0.4152,,-0.6005,,0.5293,,0.2209,,2.0828,,01/01/2019,12/31/2019,0.3197,,Yes,
NORTHWEST HEALTH-LA PORTE,150006,IN,2022,07/01/2018,12/31/2019,-0.6261,,0.2660,,0.2381,,1.8847,,N/A,5,0.3135,,01/01/2019,12/31/2019,0.4153,,Yes,
COMMUNITY HOWARD REGIONAL HEALTH INC.,150007,IN,2022,07/01/2018,12/31/2019,-0.4983,,N/A,5,N/A,5,-0.3168,,-1.4021,,-1.0410,,01/01/2019,12/31/2019,-0.8146,,No,
ST CATHERINE HOSPITAL INC,150008,IN,2022,07/01/2018,12/31/2019,-0.2400,,0.3329,,-0.6689,,0.8237,,-0.2274,,-0.6755,,01/01/2019,12/31/2019,-0.1092,,No,
CLARK MEMORIAL HOSPITAL,150009,IN,2022,07/01/2018,12/31/2019,-0.5109,,-0.5649,,2.0861,,-0.5046,,-0.2274,,2.0828,,01/01/2019,12/31/2019,0.3935,,Yes,
ASCENSION ST VINCENT KOKOMO,150010,IN,2022,07/01/2018,12/31/2019,0.0962,,-1.2914,,0.2019,,-1.3575,,N/A,5,0.4303,,01/01/2019,12/31/2019,-0.3841,,No,
MARION GENERAL HOSPITAL,150011,IN,2022,07/01/2018,12/31/2019,-0.8060,,N/A,5,-1.4169,,-0.4522,,N/A,5,-0.0643,,01/01/2019,12/31/2019,-0.6848,,No,
SAINT JOSEPH REGIONAL MEDICAL CENTER,150012,IN,2022,07/01/2018,12/31/2019,0.5908,,-0.2400,,-0.7694,,-0.3659,,0.7123,,-0.3038,,01/01/2019,12/31/2019,-0.0627,,No,
FRANCISCAN HEALTH MICHIGAN CITY,150015,IN,2022,07/01/2018,12/31/2019,-0.3681,,-0.6456,,1.7644,,0.3245,,N/A,5,2.0828,,01/01/2019,12/31/2019,0.6316,,Yes,
LUTHERAN HOSPITAL OF INDIANA,150017,IN,2022,07/01/2018,12/31/2019,1.7875,,-0.6889,,-0.0535,,0.4498,,-0.7565,,0.1600,,01/01/2019,12/31/2019,0.1497,,No,
ELKHART GENERAL HOSPITAL,150018,IN,2022,07/01/2018,12/31/2019,1.0014,,-0.2164,,0.4452,,-0.5114,,-1.4021,,-0.5619,,01/01/2019,12/31/2019,-0.2075,,No,
PARKVIEW REGIONAL MEDICAL CENTER,150021,IN,2022,07/01/2018,12/31/2019,-1.0889,,-0.3365,,-0.2707,,0.0403,,-0.4086,,0.9463,,01/01/2019,12/31/2019,-0.1863,,No,
FRANCISCAN HEALTH CRAWFORDSVILLE,150022,IN,2022,07/01/2018,12/31/2019,-0.2047,,N/A,5,N/A,5,N/A,5,N/A,5,-0.5496,,01/01/2019,12/31/2019,-0.3772,,No,
UNION HOSPITAL INC,150023,IN,2022,07/01/2018,12/31/2019,-0.0287,,0.4018,,-0.9142,,-0.2880,,-1.4021,,-0.0458,,01/01/2019,12/31/2019,-0.3795,,No,
ESKENAZI HEALTH,150024,IN,2022,07/01/2018,12/31/2019,-0.5728,,0.2424,,-0.6970,,1.8526,,0.6065,,0.3780,,01/01/2019,12/31/2019,0.3016,,Yes,
GOSHEN HOSPITAL,150026,IN,2022,07/01/2018,12/31/2019,-0.8278,,-0.2813,,0.3849,,2.0963,,-0.0284,,0.1385,,01/01/2019,12/31/2019,0.2470,,No,
ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS,150029,IN,2022,07/01/2018,12/31/2019,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2019,12/31/2019,N/A,5,No,
HENRY COUNTY MEMORIAL HOSPITAL,150030,IN,2022,07/01/2018,12/31/2019,0.3037,,N/A,5,-1.4169,,N/A,5,N/A,5,-0.8874,,01/01/2019,12/31/2019,-0.6669,,No,
ST MARY MEDICAL CENTER INC,150034,IN,2022,07/01/2018,12/31/2019,0.9456,,-1.2914,,-0.7553,,0.0335,,-1.4021,,0.1630,,01/01/2019,12/31/2019,-0.3844,,No,
NORTHWEST HEALTH - PORTER,150035,IN,2022,07/01/2018,12/31/2019,-0.1988,,-0.0786,,-0.0435,,-0.9378,,-1.4021,,0.2828,,01/01/2019,12/31/2019,-0.3963,,No,
HANCOCK REGIONAL HOSPITAL,150037,IN,2022,07/01/2018,12/31/2019,-0.6906,,N/A,5,N/A,5,0.1739,,N/A,5,-1.4065,,01/01/2019,12/31/2019,-0.6411,,No,
GOOD SAMARITAN HOSPITAL,150042,IN,2022,07/01/2018,12/31/2019,-0.4801,,-0.4999,,1.4728,,1.4448,,-0.2848,,1.3732,,01/01/2019,12/31/2019,0.5043,,Yes,
BAPTIST HEALTH FLOYD,150044,IN,2022,07/01/2018,12/31/2019,-0.5380,,-0.1731,,0.1898,,0.4041,,0.0739,,-0.1165,,01/01/2019,12/31/2019,-0.0266,,No,
PARKVIEW DEKALB HOSPITAL,150045,IN,2022,07/01/2018,12/31/2019,-0.2317,,N/A,5,N/A,5,N/A,5,N/A,5,-1.6615,,01/01/2019,12/31/2019,-0.9466,,No,
TERRE HAUTE REGIONAL HOSPITAL,150046,IN,2022,07/01/2018,12/31/2019,-0.4435,,1.3469,,-0.7614,,-0.2186,,N/A,5,1.5053,,01/01/2019,12/31/2019,0.2857,,No,
ST JOSEPH HOSPITAL,150047,IN,2022,07/01/2018,12/31/2019,-0.2160,,-0.1671,,-1.4169,,N/A,5,N/A,5,-0.2271,,01/01/2019,12/31/2019,-0.5068,,No,
REID HEALTH,150048,IN,2022,07/01/2018,12/31/2019,2.3958,,0.8232,,-0.1621,,-0.9852,,0.0918,,0.2275,,01/01/2019,12/31/2019,0.3985,,Yes,
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,2022,07/01/2018,12/31/2019,-1.3802,,-0.2361,,-0.7533,,0.8153,,-0.9789,,-0.2578,,01/01/2019,12/31/2019,-0.4652,,No,
INDIANA UNIVERSITY HEALTH,150056,IN,2022,07/01/2018,12/31/2019,0.6622,,-0.1199,,-0.4537,,0.9168,,0.5581,,0.3043,,01/01/2019,12/31/2019,0.3113,,Yes,
FRANCISCAN HEALTH MOORESVILLE,150057,IN,2022,07/01/2018,12/31/2019,-1.4077,,N/A,5,N/A,5,2.0963,,N/A,5,-0.8475,,01/01/2019,12/31/2019,-0.0530,,No,
